"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"4164",12,"Female","Middle School",2,"Disagree","Agree","Disagree","Strongly Agree","Always/Almost Always","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Agree","Strongly Disagree","Agree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4165",12,"Female","Middle School",2,"Disagree","Agree","Disagree","Strongly Agree","Always/Almost Always","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Agree","Strongly Disagree","Agree","Agree","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4166",12,"Female","Middle School",2,"Strongly Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4167",12,"Female","Middle School",2,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Often","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4174",13,"Male","Middle School",2,"Agree","Agree","Disagree","Disagree","Always/Almost Always","Often","Sometimes","Always/Almost Always","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Agree","Strongly Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4179",12,"Female","Middle School",89,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Never/Almost Never","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4180",12,"Female","Middle School",89,"Agree","Agree","Agree","Disagree","Sometimes","Often","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4181",13,"Male","Middle School",89,"Disagree","Agree","Agree","Strongly Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Disagree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4182",12,"Female","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Strongly Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4199",12,"Male","Middle School",22,"Agree","Agree","Agree","Disagree","Often","Always/Almost Always","Often","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4254",12,"Female","Middle School",89,"Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4255",13,"Female","Middle School",89,"Agree",NA,"Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4256",12,"Female","Middle School",89,"Agree","Agree","Strongly Agree","Disagree","Sometimes","Never/Almost Never","Rarely","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4257",12,"Female","Middle School",22,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"4258",12,"Female","Middle School",22,"Agree","Agree","Agree","Disagree","Often","Always/Almost Always","Always/Almost Always","Often","Agree","Strongly Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4259",12,"Female","Middle School",22,"Agree","Agree","Disagree","Agree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree"
"4260",12,"Female","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Never/Almost Never","Never/Almost Never","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4261",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Sometimes","Sometimes","Often","Rarely","Strongly Agree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4262",12,"Male","Middle School",4,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4263",12,"Male","Middle School",4,"Strongly Agree","Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4264",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Never/Almost Never","Often","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4265",12,NA,"Middle School",4,"Strongly Agree","Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Rarely","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4266",12,"Female","Middle School",4,"Agree","Strongly Agree","Agree","Disagree","Never/Almost Never","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4267",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"4268",12,"Male","Middle School",4,"Agree","Agree","Agree","Agree","Often","Often","Rarely","Rarely","Agree","Disagree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4269",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4270",12,"Female","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Sometimes","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4271",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Rarely","Rarely","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4272",12,"Male","Middle School",6,"Strongly Agree","Strongly Agree","Agree","Disagree","Rarely","Never/Almost Never","Rarely","Never/Almost Never","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4273",12,"Female","Middle School",6,"Strongly Agree","Agree","Agree","Strongly Disagree","Never/Almost Never","Never/Almost Never","Sometimes","Never/Almost Never","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4274",12,"Female","Middle School",6,"Agree","Agree","Agree","Disagree","Sometimes","Often","Often","Sometimes","Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree"
"4275",12,"Male","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Sometimes","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4276",12,"Female","Middle School",6,"Agree","Strongly Agree","Strongly Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Agree","Disagree","Agree",NA,"Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4277",12,"Female","Middle School",6,"Agree","Agree","Agree","Agree","Sometimes","Often","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4278",12,"Male","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Often","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4279",12,"Female","Middle School",6,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Sometimes","Rarely","Rarely","Strongly Agree","Strongly Agree",NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4280",11,"Female","Middle School",6,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree"
"4282",12,"Female","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4283",12,"Male","Middle School",6,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4284",12,"Female","Middle School",6,"Agree","Agree","Disagree","Disagree","Sometimes","Rarely","Rarely","Rarely","Agree","Strongly Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4292",12,"Male","Middle School",9,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"4293",12,"Female","Middle School",9,"Agree","Agree","Agree","Agree","Always/Almost Always","Often","Sometimes","Often","Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree"
"4294",12,"Male","Middle School",9,"Disagree","Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Rarely","Rarely","Strongly Agree","Agree","Fairly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4298",12,"Male","Middle School",9,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Rarely","Often","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4299",12,"Female","Middle School",9,"Agree","Agree","Disagree","Agree","Often","Often","Sometimes","Sometimes","Strongly Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"4468",13,"Female","Middle School",23,"Agree","Agree","Agree","Agree","Sometimes","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4469",12,"Female","Middle School",23,"Strongly Agree","Strongly Agree","Agree","Agree","Often","Always/Almost Always","Sometimes",NA,"Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4486",12,"Male","Middle School",28,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4487",12,"Male","Middle School",28,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4488",12,"Female","Middle School",28,"Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Sometimes","Sometimes","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4489",12,"Male","Middle School",27,"Agree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4490",12,"Male","Middle School",27,"Agree","Strongly Agree","Agree","Disagree","Rarely","Never/Almost Never","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4491",13,"Male","Middle School",1,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Often","Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4557",13,"Male","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Rarely","Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4558",12,"Male","Middle School",39,"Disagree","Agree","Strongly Agree","Disagree","Sometimes","Always/Almost Always","Always/Almost Always","Never/Almost Never","Agree","Strongly Agree","Not at all important","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4559",12,"Female","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560",12,"Male","Middle School",39,"Agree","Agree","Agree","Agree","Often","Often","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4561",13,"Male","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Often","Sometimes","Disagree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4562",13,"Male","Middle School",39,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Often","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree"
"4563",13,"Male","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4564",12,"Male","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Rarely",NA,"Rarely","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"4565",13,"Male","Middle School",39,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Always/Almost Always","Sometimes","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4566",12,"Female","Middle School",39,"Strongly Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4567",12,"Female","Middle School",39,"Agree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4570",12,"Female","Middle School",39,"Agree","Agree","Agree","Agree","Sometimes","Often","Sometimes","Often","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"4571",12,"Male","Middle School",39,"Agree","Agree","Agree","Strongly Disagree","Sometimes","Rarely","Often","Never/Almost Never","Strongly Agree","Strongly Agree","Quite Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4832",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4833",12,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4834",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4836",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4837",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4838",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4839",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4841",13,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842",12,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843",13,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4844",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4845",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846",13,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4847",13,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
