"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"3884",15,"Female","High School",4,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Agree","Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3885",15,"Female","High School",4,"Agree","Agree","Strongly Agree","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3886",15,"Female","High School",4,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Never/Almost Never","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3887",15,"Male","High School",4,"Agree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree"
"3888",16,"Male","High School",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3889",15,"Male","High School",4,"Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3890",15,"Female","High School",4,"Agree","Strongly Agree","Strongly Agree","Disagree","Often","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3891",14,"Female","High School",4,"Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Sometimes","Rarely","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"3892",15,"Female","High School",4,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3893",15,"Male","High School",4,"Agree","Strongly Agree","Agree","Strongly Disagree","Rarely","Always/Almost Always","Sometimes","Rarely","Disagree","Disagree","Quite Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3894",14,"Female","High School",4,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"3895",15,"Female","High School",4,"Agree","Agree","Disagree","Disagree","Often","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3896",15,"Female","High School",4,"Strongly Agree","Agree","Strongly Agree","Disagree","Never/Almost Never","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"3897",15,"Female","High School",4,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Strongly Agree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3898",15,"Male","High School",4,"Agree","Agree","Agree","Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Not at all important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree"
"3899",15,"Male","High School",3,"Strongly Agree","Agree","Agree","Agree","Often","Often","Often","Often","Disagree","Disagree","Quite Important","Strongly Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3900",15,"Female","High School",3,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Disagree","Disagree","Fairly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3901",15,"Female","High School",3,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Sometimes","Rarely","Often","Disagree","Strongly Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3902",15,"Male","High School",3,"Agree","Agree","Agree","Disagree","Always/Almost Always","Often","Sometimes","Sometimes","Agree","Strongly Disagree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"3903",15,"Female","High School",3,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Disagree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3904",15,"Female","High School",3,"Agree","Strongly Agree","Agree","Disagree","Often","Often","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree"
"3905",14,"Female","High School",3,"Agree","Agree","Strongly Agree","Disagree","Never/Almost Never","Sometimes","Sometimes","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3906",15,"Male","High School",3,"Strongly Agree","Agree","Strongly Agree","Disagree","Often","Often","Often","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3907",15,"Male","High School",3,"Agree","Disagree","Agree","Agree","Sometimes","Rarely","Sometimes","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"3908",15,"Female","High School",3,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3909",15,"Female","High School",3,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Agree","Agree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3910",15,"Female","High School",3,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3911",14,"Male","High School",3,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Often","Sometimes","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3912",15,"Male","High School",3,"Agree","Agree","Agree","Disagree","Rarely","Often","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree"
"3913",15,"Female","High School",3,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3914",15,"Female","High School",3,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Sometimes","Often","Sometimes","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree"
"3915",15,"Male","High School",3,"Agree","Agree","Agree","Disagree","Often","Sometimes","Sometimes","Never/Almost Never","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"4022",13,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023",12,"Male","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4024",12,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025",12,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4026",13,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4027",13,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4028",13,"Female","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4029",13,"Male","Middle School",39,"Agree","Agree","Agree","Strongly Disagree","Often","Often","Rarely","Rarely","Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"4030",NA,"Male","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Often","Always/Almost Always","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"4031",12,"Female","Middle School",9,"Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Often","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4032",12,"Male","Middle School",9,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Rarely","Sometimes","Agree","Strongly Agree","Slightly Important","Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"4033",12,"Female","Middle School",9,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Often","Often","Often","Sometimes","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4034",12,"Male","Middle School",9,"Disagree","Agree","Disagree","Agree","Often","Always/Almost Always","Sometimes","Sometimes","Strongly Disagree","Disagree","Quite Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4035",12,"Female","Middle School",7,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree"
"4036",12,"Female","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Sometimes","Sometimes","Often","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4037",13,"Male","Middle School",6,"Strongly Agree","Agree","Disagree","Disagree","Sometimes","Always/Almost Always","Rarely","Sometimes","Agree","Strongly Agree","Not at all important","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Disagree"
